file,size,struct-pattern,date-pattern,depta
ann_19-8.html,1007,0.140625,0.65625,0.09852750000000299
ann_19-9.html,994,0.15625,0.703125,0.07640639999999621
ann_2-1.html,918,0.09375,1.0,0.19492540000000247
ann_2-10.html,404,0.03125,0.34375,0.04506239999999195
ann_2-11.html,886,0.125,0.890625,0.1652294000000012
ann_2-12.html,421,0.03125,0.359375,0.05460070000000883
ann_2-13.html,588,0.046875,0.546875,0.08214010000000371
ann_2-14.html,431,0.03125,0.390625,0.051145300000001725
ann_2-15.html,913,0.140625,0.9375,0.18608520000000794
ann_2-16.html,588,0.0625,0.546875,0.10849050000000204
ann_2-17.html,660,0.109375,0.640625,0.147923899999995
ann_2-18.html,859,0.0625,0.84375,0.17229489999999714
ann_2-19.html,886,0.078125,0.828125,0.21179320000000246
ann_2-2.html,915,0.109375,0.875,0.22603210000001184
ann_2-20.html,882,0.203125,0.890625,0.1975501999999949
ann_2-3.html,889,0.078125,0.875,0.1819449999999989
ann_2-4.html,919,0.078125,0.9375,0.18463200000000768
ann_2-5.html,909,0.078125,0.875,0.1691246000000035
ann_2-6.html,671,0.046875,0.703125,0.10860430000001031
ann_2-7.html,843,0.078125,0.859375,0.22746010000000183
ann_2-8.html,409,0.015625,0.375,0.046649399999992625
ann_20-1.html,3797,0.890625,2.3125,0.34840090000000146
ann_20-10.html,3794,1.03125,2.390625,0.9011330000000015
ann_20-11.html,836,0.109375,0.515625,0.06394819999999868
ann_20-12.html,3778,0.984375,2.34375,0.39458169999998916
ann_20-13.html,3822,0.65625,2.375,0.3656064999999984
ann_20-14.html,2914,0.46875,1.71875,0.7869539000000003
ann_20-15.html,1518,0.25,0.953125,0.30908069999999555
ann_20-16.html,1059,0.140625,0.6875,0.05584480000000269
ann_20-17.html,3752,0.859375,2.390625,1.3714530999999965
ann_20-18.html,3717,0.78125,2.3125,0.510130100000012
ann_20-19.html,892,0.1875,0.59375,0.08878539999999191
ann_20-2.html,1047,0.140625,0.65625,0.08141609999999844
ann_20-20.html,2599,0.4375,1.65625,0.35268870000000163
ann_20-3.html,1203,0.1875,0.765625,0.22569160000000466
ann_20-4.html,2315,0.390625,1.5,0.19087599999998872
ann_20-5.html,975,0.125,0.59375,0.10537669999999366
ann_20-6.html,3847,0.6875,2.234375,0.31736899999999935
ann_20-7.html,1118,0.15625,0.765625,0.15623150000000408
ann_20-8.html,892,0.140625,0.546875,0.05939890000000503
ann_21-1.html,308,0.015625,0.359375,0.08164030000000366
ann_21-10.html,209,0.015625,0.1875,0.04929210000000239
ann_21-11.html,114,0.015625,0.09375,0.009856400000003873
ann_21-12.html,1170,0.09375,0.90625,0.5203373999999883
ann_21-13.html,415,0.03125,0.34375,0.1122914000000037
ann_21-14.html,222,0.015625,0.203125,0.04451300000000913
ann_21-15.html,903,0.109375,0.75,0.30584559999999783
ann_21-16.html,1239,0.078125,0.984375,0.5595919000000009
ann_21-17.html,1614,0.140625,1.3125,0.8213492999999943
ann_21-18.html,1121,0.09375,1.0,0.40881279999999265
ann_21-19.html,1036,0.078125,0.84375,0.5071504999999945
ann_21-2.html,1694,0.15625,1.40625,0.8380065999999999
ann_21-20.html,564,0.046875,0.5,0.16240419999999745
ann_21-3.html,487,0.03125,0.5,0.13461910000000898
ann_21-4.html,2108,0.171875,1.703125,0.8998439000000076
ann_21-5.html,264,0.03125,0.234375,0.060283100000006584
ann_21-6.html,467,0.015625,0.390625,0.13915740000000199
ann_21-7.html,1068,0.09375,1.0,0.3261846999999989
